num,id_unique,nameuser,ratinguser,dateuser,textreviewuser,propertyinfo,resort_type,apart_type,ghouse_type,hotels_type,capsule_type,homest_type,camp_type,villas_type,propertytype,ratingprop,good_label,conve_label,impre_label,superb_label,propertylabel,reviewamount,randomrate,propertyaddress,longitude,latitude,landmarknear,,,
109,13062515,Ario P.,8.3,20-Dec-21,"Good place to stay, better if you earn the parking lot",Tebu Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,7303,5,"JL. L.L.R.E Martadinata No.62, Riau, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9063202,107.6202605,Sate Building,,,
92,13083241,Agustin R. S.,5.9,11-Feb-22,"Honestly it was great for a short gateway place, but it 's sad that after the night out my skin was red and all itchy and I think it 's because the bed was not properly cleaned and taken care of. The atmosphere is rather eerie especially at night.",Travelers Inn Dago,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,1129,4,"Jalan Aria Jipang No. 6, Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.8993376,107.6156364,Sate Building,,,
1952,13090077,Rosmala d.,9.7,24-Nov-21,,favehotel Braga Bandung,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,7260,5,"Jalan Braga No. 99 - 101, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.9169595,107.6091119,"Braga, Asia Afrika",,,
1324,13093081,Indah R. W.,8.3,05-Jun-19,"Villa that is suitable for groups,&gt; 10 people and indeed wants to travel around Lembang. The size of the villa is quite large. It&#39;s just that the villa has been built for a long time and needs renovation, the ceiling may need to be replaced, the room is rather dusty and smells damp. The sofa also needs to be replaced by the cover.",Villa Lembang Asri R2,0,0,0,0,0,0,0,1,VILLAS,7.5,0,1,0,0,Convenient,45,5,"Villa Lembang Asri, Blok R, No.3, Jalan Kolonel Masturi KM.4 Lembang, Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8214083,107.6055204,Kawah Putih,,,
1063,13093760,Thariq A.,8.6,10-Nov-21,,Patuha Tjiwideij - Kawah Putih Ciwidey,0,0,0,1,0,0,0,0,HOTELS,8,0,1,0,0,Convenient,906,5,"Jl. Raya Situ Patenggang Km.8, Ciwidey , Ciwidey, Bandung, Jawa Barat, Indonesia, 40972",-7.1310777,107.4117617,Kawah Putih,,,
1964,13093921,fata a.,5.7,01-Feb-22,"Unclean carpet, shower equipment was not well managed, restourant crew was not always ready. I rate you 4.",Grand Hotel Preanger,0,0,0,1,0,0,0,0,HOTELS,8.1,0,0,1,0,Impressive,3662,3,"Jalan Asia Afrika No.81, Braga, Bandung, Jawa Barat, Indonesia, 40110",-6.921171,107.6115211,"Braga, Asia Afrika",,,
1314,13097553,Pt sinar S. I.,6.1,14-Feb-22,"There is no hot water available because the place is cold so it would be much better to have hot water facilities available, there is no Wi-Fi.",DGYP 5 Ciater,0,0,0,0,0,0,0,1,VILLAS,7.5,0,1,0,0,Convenient,45,5,"Parkir Barat Wisata Sari Ater, Ciater, Jawa Barat, Lembang, Ciater, Bandung, Indonesia, 41279",-6.7398681,107.6532326,Kawah Putih,,,
1663,13098510,Rika R.,8.8,14-Nov-21,,Hotel Bumi Makmur Indah Lembang,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,3349,5,"Jalan Raya Lembang No.224 Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8132787,107.6155207,Kawah Putih,,,
1982,13103695,Ayu P.,8.5,06-Mar-22,Great one,Pasar Baru Square Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,3463,4,"Jl. Otto Iskandar Dinata No.70, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40180",-6.9178719,107.6033253,"Braga, Asia Afrika",,,
1287,13105213,Luckqee S. A.,9.7,29-Dec-21,,Bobocabin Cikole,0,0,0,0,0,0,1,0,CAMPING,8.3,0,0,1,0,Impressive,99,3,"Genteng Lapang Jend. No.1, Cikole, Lembang, West Bandung Regency, West Java 40391, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7847805,107.6481423,Kawah Putih,,,
441,13105997,Sarah,8.4,26-Sep-21,,Ariandri Residence Hotel Cilaki,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,950,2,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9056724,107.6277978,Sate Building,,,
442,13107158,Vinia K. K.,6.3,09-Jan-21,There is no hot water in shower. Linen and towel was dirty. Some of equipment (hanger) are broken,Ariandri Residence Hotel Cilaki,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,950,4,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9056724,107.6277978,Sate Building,,,
2338,13118157,riki n.,9,07-Aug-17,Fun for a place to rest,Villa Ethnic Syariah - 3 Bedroom,0,0,0,0,0,0,0,1,VILLAS,0,0,0,0,0,0,24,0,"Jl. Ligar Melati No. 2, Dago, Bandung, Jawa Barat, Indonesia, 41090",-6.8753007,107.6362834,Taman Hutan Raya Juanda,,,
2121,13120970,Fleming M. C.,9.7,12-Nov-21,"Sangat puas dengan kondisi kamar nya, bersih dan nyaman. Cocok bagi yang mau staycation, dari kamar terlihat view kota bandung, ada balkon nya. Parkir luas dengan security 24jam. Lanjut ke lembang juga dekat tinggal meneruskan ke arah maribaya. Will stay again.",Mandevilla,0,0,0,0,0,0,0,1,VILLAS,8.4,0,0,1,0,Impressive,7,4,"Dago Giri 168, Kabupaten Bandung Barat-Jawa Barat, Dago Atas, Bandung, Jawa Barat, Indonesia, 40158",-6.8482536,107.6267538,Taman Hutan Raya Juanda,,,
2322,13121745,Sigit W.,9.1,10-Dec-19,,The Regia Dago,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1094,5,"jl. dago 462 E - F, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8675192,107.6208951,Taman Hutan Raya Juanda,,,
1096,13126607,Nurul L.,10,28-Dec-21,Failure,Ciwidey Homestay,0,0,0,0,0,0,0,1,VILLAS,8.5,0,0,1,0,Impressive,14,4,"Lebakmuncang, Kec. Ciwidey, Bandung, Jawa Barat 40973, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1142228,107.4460426,Kawah Putih,,,
1099,13127444,,,,,Villa Kayu Ciwidey,0,0,0,0,0,0,0,1,VILLAS,8.5,0,0,1,0,Impressive,14,1,"Kampung Cisuren sebrang kiri Mesjid Al-Jabbar, Jl. Legok Kondang Babakan Jampang Rt. 03/ Rw. 19. Ciwidey - Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1214039,107.4257727,Kawah Putih,,,
48,13131313,Muhammad T.,10,24-Feb-22,Good value and quality to rest and ease up your mind.,The House Tour Hotel Downtown,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,54,5,"Jl Cimanuk 11a Bandung , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9034265,107.6210642,Sate Building,,,
1038,13133119,Shelly K.,10,06-Dec-21,Beautiful atmosphere. Clean rooms. Friendly service.,OYO 3772 Cigadog Residence,0,0,0,0,0,1,0,0,HOMESTAYS,8,0,1,0,0,Convenient,65,5,"1, Alamendah, Jawa Barat, Kabupaten Bandung, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1220027,107.4218275,Kawah Putih,,,
1529,13136211,Agung G.,8.5,25-Dec-19,"The hotel is ok, room service is ok and responds quickly. Unfortunately the restaurant service is minus, and the restaurant staff is not responsive. To stay and vacation recommend, but to eat better outside.",Sindang Reret Cikole,1,0,0,0,0,0,0,0,RESORTS,8.3,0,0,1,0,Impressive,305,5,"Jalan Raya Cikole KM 22, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.788926,107.641402,Kawah Putih,,,
820,13137576,Andhika W.,8.5,22-Jan-20,Gerat price and great room. Great location as well,Ariandri Residence Hotel Cilaki,0,0,0,1,0,0,0,0,HOTELS,8.2,0,0,1,0,Impressive,950,4,"Jalan Cilaki No. 31, Riau Street, Bandung, Jawa Barat, Indonesia, 40113",-6.9056724,107.6277978,Geological Museum,,,
2446,13139496,IRENA W.,9.7,25-Oct-21,,6 BR Golf Mountain View Villa private pool 1,0,0,0,0,0,0,0,1,VILLAS,8.6,0,0,1,0,Impressive,49,4,"Jalan Bukit Cemara Indah 32, Resor Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40135",-6.8630845,107.651706,Taman Hutan Raya Juanda,,,
1868,13149461,dita t. a.,9.4,04-Mar-19,"My experience at Notes from the Mountains was very pleasant because the hotel was also very friendly and the facilities at the hotel were also quite complete, in each bathroom soap was provided. And the kitchen tools are also complete so when we want to cook there is also",Notes from the Mountains,0,0,0,0,0,0,0,1,VILLAS,8.7,0,0,1,0,Impressive,24,4,"Jalan Krisan No.1,RT 03 RW 010, Kavling Stroberi, Terusan Sersan Bajuri, Cihideung, Parongpong, Lembang, Bandung, Jawa Barat, Indonesia, 40558",-6.8122843,107.596327,Kawah Putih,,,
750,13163314,fikri h.,8.5,31-Oct-21,Liked it and Loved it. Liked it and Loved it.,Noor Hotel,0,0,0,1,0,0,0,0,HOTELS,9.1,0,0,0,1,Superb,2272,1,"Jl. Madura No. 6, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9070039,107.6191969,Geological Museum,,,
1429,13182124,Haggie A.,9.7,12-Nov-21,Cool weather but the room comfort enough.,Lingga Guest House Jayagiri Lembang,0,0,1,0,0,0,0,0,GUEST HOUSES,8.6,0,0,1,0,Impressive,1635,2,"Jalan Jayagiri No. 50 Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8077444,107.6194281,Kawah Putih,,,
1658,13183187,sinta d. r.,8.5,05-Mar-21,,Saung Balibu Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1190,4,"Jalan Tangkuban Perahu No. 168 Cibogo - Cikole Lembang - Bandung, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8091287,107.6464558,Kawah Putih,,,
952,13185719,Wiseman S.,5.1,17-Nov-21,"Linen dirty like it didn't change or washed. Many spot ex liquid in the linen, and hairs around. AC broken. Toilet broken, leak and smell bad. Room smell smoke. Bed smell bad. I just laid a towel on bed and sleep on it. I've got 30k during flash sale and still I decided not to use this facility. I won't stay here even it 's free.",New B Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,7.5,0,1,0,0,Convenient,967,4,"Jalan Wr. Supratman No. 23 Cihapit Bandung Wetan Kota Bandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40112",-6.9065359,107.6294163,Geological Museum,,,
157,13187256,Boni A.,9.4,31-Dec-21,"Strategic location, good ambience, comfy place.",Hay Bandung,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,4466,1,"Jalan Truno Joyo No. 19 , Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9033484,107.6131333,Sate Building,,,
124,13190645,Indri A.,8.5,02-Mar-22,,Noor Hotel,0,0,0,1,0,0,0,0,HOTELS,9.1,0,0,0,1,Superb,2272,2,"Jl. Madura No. 6, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9070039,107.6191969,Sate Building,,,
1635,13195467,Rima D.,8.5,09-Jul-18,comfortable.. clean and strategic location,Puri Bernadi Guest House,0,0,1,0,0,0,0,0,GUEST HOUSES,8.7,0,0,1,0,Impressive,333,4,"Jalan Raya Tangkuban Perahu, Kompleks Panorama Indah C-5, Lembang, Bandung, Indonesia, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8109279,107.6249374,Kawah Putih,,,
934,13196213,Ikhwany I.,9.1,07-Nov-21,,The Palais Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1447,3,"Jl. Ir. H. Djuanda No. 90 Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8638594,107.6262114,Geological Museum,,,
2053,13206034,Carissa A.,9.1,10-May-21,"The place was really peaceful and clean, service was really good and the food was top notch ____ However there are couple things to note: 1. Since it's basically out of nowhere, there will be a lot of bees at night so be sure to close all the sliding doors before it gets dark. 2. If you're not a morning person you might want to rethink. It gets noisy as you can hear a lot of bugs and animal sounds in the morning hahaha 3. The bench outside is open for public, so don't be alert if you see your neighbors chilling outside your unit __ Otherwise, I had a really great time and wish to come back when the time permits. Definitely a recommended place for a getaway!",Rumah Jae - HALO JAE,0,0,0,0,0,0,0,1,VILLAS,8.2,0,1,0,0,Convenient,140,5,"Jalan Dago Tropical No. 168 Buniwangi Bandung, Dago Atas, Bandung, Jawa Barat, Indonesia, 40390",-6.85207,107.624499,Taman Hutan Raya Juanda,,,
2162,13206541,Rangga G. P.,9.4,08-May-17,"The villa is clean and luxurious, there are 5 rooms. Anyway perfect for a family holiday. Really good",5 BR Hill View Villa with a private pool 1,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,27,4,"Jalan Dago Pakar Permai 2 No 41, Resor Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8653691,107.6369539,Taman Hutan Raya Juanda,,,
1563,13207598,Alvinsyach P.,9.1,31-Dec-19,Not expect much until we arrive at the hotel. Very cozy place. Different hotel design make a new experience,Hotel & Banquet Panorama Lembang,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,330,5,"Jalan Tangkuban Perahu No 29, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8105882,107.6244453,Kawah Putih,,,
258,13214880,Subrata K.,9.1,23-Feb-22,Very good service. Even though the check-in is at dawn. But the team is still friendly and alert. Even cooler after checking out 1 hour from the hotel. You got a notification by wa from the management. He said something was missing. Cool out. Recommended.,OYO 90479 The Ethnic Hotel Bandung (all Suites),0,0,0,1,0,0,0,0,HOTELS,7.2,0,1,0,0,Convenient,35,5,"Stadion Siliwangi, Jalan Lombok, Citarum, Jawa Barat, 40113, Indonesia, Bandung, Sumurbandung, Bandung, Jawa Barat, Indonesia, 40103",-6.91056,107.6186236,Sate Building,,,
1334,13214924,Primadani T. W.,9.4,24-Aug-21,Good place for refreshment with family. It would be much better if Hotel could prohibit its guest from bring in their pets.,Lembang Asri Resort,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1608,5,"Jalan Kolonel Masturi KM 4, Lembang , Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8293023,107.5542432,Kawah Putih,,,
759,13230120,Musalisatul I.,9.7,17-Nov-21,The rooms are clean and the service is friendly.,Rumah Tamu Muararajeun,0,0,1,0,0,0,0,0,GUEST HOUSES,9.4,0,0,0,1,Superb,20,4,"Jalan Muararajeun 24, Kel Cihaurgeulis Kec Cibeunying kaler Bandung Jawa barat, Cibeunying, Bandung, Jawa Barat, Indonesia, 40112",-6.9022422,107.6281215,Geological Museum,,,
2461,13230906,Arganka Y.,9.4,03-Nov-20,"The atmosphere and view from the balcony is very refreshing. The balcony is spacious and can accommodate many people. The view of the downstairs room is facing the garden (2 rooms) there is one that overlooks the hills. The check-in and check-out process was quite smooth. Cooking and eating utensils in the kitchen are also complete. Recommended for staying with family, especially during a pandemic. The owner is also friendly.",Spring Hill Villa Syariah Bandung - 4 Bedrooms,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,37,4,"Jalan Daisy Garden no. 56, Cluster Spring Hill, Resort Dago Pakar, Dago, Bandung, Jawa Barat, Indonesia, 40197",-6.8590609,107.6524849,Taman Hutan Raya Juanda,,,
2177,13238243,Nur F. F.,8.5,11-Mar-19,Good place to spend weekend with family.,7 BR Hill View Villa with a private pool 1,0,0,0,0,0,0,0,1,VILLAS,8.9,0,0,1,0,Impressive,16,5,"Jalan Dago pakar Permai II no.53B Resort Dago Pakar, Dago Atas, Bandung, Jawa Barat, Indonesia, 40198",-6.8660319,107.635536,Taman Hutan Raya Juanda,,,
1015,13243934,Wulan P.,8.8,12-Mar-20,"The owner is friendly, the facilities function well, the place is comfortable and clean.",ALI2 Pondok Orange 1,0,0,0,0,0,1,0,0,HOMESTAYS,8.9,0,0,1,0,Impressive,36,5,"Kampung Cimanggu RT/RW 01 Desa Patengan, ranca bali Bandung , Ciwidey, Bandung, Jawa Barat, Indonesia, -",-7.1444662,107.3915287,Kawah Putih,,,
1592,13244780,Tati H.,9.4,04-Apr-21,,Syariah Runia Villa,0,0,0,0,0,0,0,1,VILLAS,9,0,0,1,0,Impressive,18,5,"jl kolonel masturi km4,lembang asri ,nagrak tengah, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7992762,107.5975954,Kawah Putih,,,
2342,13246577,Ayu W. P.,8.5,13-Dec-19,"Cozy like home, clean and comfort",Hotel Bukit Juanda Bandung,0,0,0,1,0,0,0,0,HOTELS,0,0,0,0,0,0,478,0,"Jalan Ir. H. Juanda No. 448, Dago Atas, Bandung, Jawa Barat, Indonesia, 40134",-6.8684083,107.6208385,Taman Hutan Raya Juanda,,,
1572,13250040,Sugiyanto S.,8.5,29-Sep-19,Nice place to stay for holidays with family. Very good family room. Very close to a big restaurant __.,Villa Naisha Lembang,0,0,0,0,0,0,0,1,VILLAS,8.7,0,0,1,0,Impressive,291,5,"Jalan Tangkuban Perahu No.68,Cibogo,Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8102923,107.6269886,Kawah Putih,,,
879,13255495,immalia d.,8.8,17-Mar-22,"The rooms are clean but very minimalist __ for those who bring kids, it's better to take the loft. Great location, lots of snacks. Owya, for towels, please pay attention to something torn/perforated yesterday __.",Panen Hotel by Tebu Group,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,137,5,"LLRE Martadinata St No.100, Citarum, Bandung Wetan, Riau Street, Bandung, Jawa Barat, Indonesia, 40114",-6.9091967,107.6247343,Geological Museum,,,
1182,13257785,Prasetyo L.,9.4,31-Oct-21,"Worth it to stay here, homey, cozy. The owner are helpful and serve with heart. We'll back here again someday.",Kia Ora Lodge,0,0,0,0,0,0,0,1,VILLAS,9.3,0,0,0,1,Superb,15,4,"Jalan Raya Pangalengan km 31.2, Kampung Cihideung, Desa Tribakti Mulya, Kecamatan Pangalengan, Kabupaten Bandung, Jawa Barat., Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1309973,107.5608312,Kawah Putih,,,
1746,13260478,Saraya N. S.,8.5,19-Aug-18,"My experience at Arlen villa was quite pleasant. Get early check-in at 10 am and check-out at 12. Villa with 3 br which size is big enough. 1 room downstairs and 2 rooms upstairs, there are 2 clean bathrooms, of course there is a water heater, the amenities are quite complete. From the start of cooking and eating utensils there is also a place of talent in the backyard. Unfortunately this villa parking area only fits 2 inova cars. Tiker swimming in the water villa can only get 6 tickets and the rest will pay a ticker of around 45 thousand per person. overall for gathering okay.",Vila Istana Bunga - Arlen,0,0,0,0,0,0,0,1,VILLAS,8.3,0,0,1,0,Impressive,13,4,"Jl Kolonel Masturi km 9, Lembang, Parongpong, Bandung, Jawa Barat, Indonesia, 40558",-6.8028641,107.5829828,Kawah Putih,,,
213,13266670,Rida S. A.,9.1,29-Nov-21,,Amaroossa Bandung,0,0,0,1,0,0,0,0,HOTELS,8.2,0,1,0,0,Convenient,5369,3,"Jalan Aceh No 71A, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.908499,107.6184802,Sate Building,,,
68,13268203,Maureen L.,9.7,23-Jun-21,"Staffs very friendly, good food.",Amaris Hotel Cimanuk,0,0,0,1,0,0,0,0,HOTELS,8.4,0,0,1,0,Impressive,2896,5,"Jalan Cimanuk No. 15, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9043514,107.620746,Sate Building,,,
264,13273922,Tantiana Y.,8.4,05-Dec-17,De Riau Cottage wasn't exactly as expected as the rooms are all separated from each other.,De Riau Cottage by HouseinBandung,0,1,0,0,0,0,0,0,RESORTS,8.1,0,1,0,0,Convenient,7,5,"Jl.Cipunagara No.15, Cibeunying, Bandung, Jawa Barat, Indonesia, 40110",-6.9034328,107.6265762,Sate Building,,,
1203,13274166,Karlina D.,9.7,06-Mar-22,"Comfortable, clean, and the staff are friendly and very helpful.",Hotel Citere II,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,13,3,"JL. RAYA PANGALENGAN NO. 24 , Pangalengan, Bandung, Jawa Barat, Indonesia, 40377",-7.1827792,107.5638179,Kawah Putih,,,
406,13278373,rpsaif,6,18-Jan-22,"We stay for 1 night. Check in process was poor. We've waited at least 1 hour before enter the room. Parking lot was too small, Lighting in our room was not comfortable at all. Every light was connected in master switch, we couldn't one by one to on or off each light.",THE 1O1 Bandung Dago,0,0,0,1,0,0,0,0,HOTELS,8.6,0,0,1,0,Impressive,12255,5,"Jl. Ir H. Juanda No. 3 , Dago, Bandung, Jawa Barat, Indonesia, 40105",-6.8629693,107.6236014,Sate Building,,,
1220,13278845,lia r.,9.4,20-Jun-21,Definitely will come back here.,Grand Sunshine Resort and Convention,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1061,5,"Jl. Raya Soreang No. 6, Pamekaran, Soreang, Soreang, Bandung, Jawa Barat, Indonesia, 40911",-7.0262152,107.5249439,Kawah Putih,,,
640,13289612,Zabrina V. L.,10,03-Mar-22,"Great location, nice & helpful staffs, great room & food!",ibis Styles Bandung Grand Central,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1513,4,"Jl Diponegoro No 27, Citarum, Bandung Wetan, Cibeunying, Bandung, Jawa Barat, Indonesia, 40114",-6.9006712,107.6174754,Geological Museum,,,
1340,13299546,Intan L.,9.7,02-Oct-21,"Nice place, clean, service is also ok. Anyway, it's the best.",Runia Lembang,0,0,0,0,0,0,0,1,VILLAS,8.8,0,0,1,0,Impressive,84,1,"Jalan Kolonel Masturi Km.4 Lembang Asri, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8214083,107.6055204,Kawah Putih,,,
177,13304296,Lia N.,9.4,05-Jan-21,,Flores Gallery Hotel,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,1583,4,"Jalan Flores No. 7, Sumurbandung, Riau Street, Bandung, Jawa Barat, Indonesia, 40105",-6.9080875,107.6179482,Sate Building,,,
981,13304838,Dedi H. P.,9.7,01-Mar-22,Good almost perfect. It's just that the hot water sometimes disappears when taking a shower.,La Grande Apartment By Handoko,0,1,0,0,0,0,0,0,APARTMENTS,8.2,0,1,0,0,Convenient,36,3,"Jl. Merdeka No.25-29, Babakan Ciamis, Kec. Sumur Bandung , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9092345,107.6103071,Geological Museum,,,
1439,13310978,Ubaidillah A.,8.5,06-Feb-22,,Van House,0,0,0,0,0,0,0,1,VILLAS,8.8,0,0,1,0,Impressive,249,4,"Jl. Cibedug No 08 RT / 01 RW 10 Ds. Cikole Kec. Lembang Kab Bandung Barat, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.7958785,107.6484738,Kawah Putih,,,
273,13314657,Rafly,8.5,26-Oct-21,Clean and comfort all staff are friendly.,The Palais Dago Hotel,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,1447,4,"Jl. Ir. H. Djuanda No. 90 Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8638594,107.6262114,Sate Building,,,
975,13315374,Erlina S.,9.7,21-Dec-20,,La Grande Apartment By Handoko,0,1,0,0,0,0,0,0,APARTMENTS,8.2,0,1,0,0,Convenient,36,4,"Jl. Merdeka No.25-29, Babakan Ciamis, Kec. Sumur Bandung , Merdeka, Bandung, Jawa Barat, Indonesia, 40117",-6.9092345,107.6103071,Geological Museum,,,
1791,13316503,kushal j.,4.9,26-Dec-21,"Very poor room conditions, no hyegein and cleanliness at all.",Sapulidi Resort Bandung,1,0,0,0,0,0,0,0,RESORTS,8,0,1,0,0,Convenient,2117,5,"Jl. Sersan Bajuri kompleks Graha Puspa Cihideung Lembang, Lembang, Bandung, Jawa Barat, Indonesia, 40390",-6.8263651,107.5972167,Kawah Putih,,,
2501,13328120,Vemyta A. S.,8.7,27-Dec-21,"Their hotel and room layouts are unique. If you order the junior suite, the extra space will only be in their look-a-like living room. Do not expect more space in the actual bedroom. They have a bar downstairs called Yonking Bar which is great as we don't need to call a cab just to chill and drink. I would recommend the hotel to take more attention to the cleanliness and lighting as I did expect more with the rates they give. The staff are super nice, just needed a little more time when asking for glasses and cutleries.",The Silk At Dago By Kazeem,0,0,0,1,0,0,0,0,HOTELS,8.3,0,0,1,0,Impressive,1960,5,"Jl. Ir. H.Djuanda No.392, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8737816,107.6195669,Taman Hutan Raya Juanda,,,
1941,13340797,Mohd D.,9.1,15-Feb-22,,Collection O 22 Hotel Pasar Baru Heritage,0,0,0,1,0,0,0,0,HOTELS,8.7,0,0,1,0,Impressive,1716,4,"Jl. Otto Iskandar Dinata No.84-92, Kb. Jeruk, Kec. Andir, Kota Bandung, Bandung, Braga, Bandung, Jawa Barat, Indonesia, 40180",-6.9177853,107.6038819,"Braga, Asia Afrika",,,
764,13342124,Waluyo P. S.,6,06-Jul-19,"Old hotel, no good maintenance and I am sorry to say but this is for the improvement to their management. ______",De'Qur Hotel Bandung,0,0,0,1,0,0,0,0,HOTELS,7.6,0,1,0,0,Convenient,866,1,"Jalan Dipatiukur No.27, Bandung, Dago, Bandung, Jawa Barat, Indonesia, 40122",-6.8955135,107.6163928,Geological Museum,,,
1092,13345818,Fathurizqi R.,8.5,29-Dec-21,"affordable price, friendly management, cozy place for family",Ciwidey Homestay,0,0,0,0,0,0,0,1,VILLAS,8.5,0,0,1,0,Impressive,14,3,"Lebakmuncang, Kec. Ciwidey, Bandung, Jawa Barat 40973, Ciwidey, Bandung, Jawa Barat, Indonesia, 40973",-7.1142228,107.4460426,Kawah Putih,,,
2425,13351688,Pratna,9.7,04-Oct-21,"It was nice comfort room, clean bedsheet, clean towel, bathroom, water heater was OK, kitchen and shower stuff was complete, TV show and wifi ____, only AC can't cover up all over the room even its 16dC. But its OK ____",TechieRoom Kotlin at Clove Garden Residence,0,1,0,0,0,0,0,0,APARTMENTS,8.8,0,0,1,0,Impressive,29,4,"Jalan Awiligar Raya II No 2, Dago, Bandung, Jawa Barat, Indonesia, 40190",-6.873176,107.642035,Taman Hutan Raya Juanda,,,
2228,13353027,buddy,9.7,13-Mar-22,,Swiss-Belresort Dago Heritage Bandung,0,0,0,1,0,0,0,0,HOTELS,8.5,0,0,1,0,Impressive,5807,4,"Lapangan Golf Dago Atas No. 78, Dago Atas, Bandung, Jawa Barat, Indonesia, 40135",-6.8969955,107.6131553,Taman Hutan Raya Juanda,,,
1272,13355234,Nabila M. A.,8.4,09-Jan-22,Pricey,Bukit Cikahuripan Resort,1,0,0,0,0,0,0,0,RESORTS,8.7,0,0,1,0,Impressive,1020,4,"Jalan Manoko No. 28, RT. 02 / RW. 08, Desa Cikahuripan, Kampung Cisaroni, Kel. Cikahuripan, Lembang, Lembang, Bandung, Jawa Barat, Indonesia",-6.8049347,107.6090419,Kawah Putih,,,
